"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 12 02:50:30 GMT 2022","Mon Dec 12 02:50:44 GMT 2022","13833","","","","","","a1-valves.com оставить заявку -- @1.2 ",""
"passed","Mon Dec 12 02:43:52 GMT 2022","Mon Dec 12 02:45:36 GMT 2022","103923","","","","","","a1-valves.com заказать звонок -- @1.1 ",""
"passed","Mon Dec 12 02:57:25 GMT 2022","Mon Dec 12 02:57:47 GMT 2022","22229","","","","","","Купить в 1 клик emk24 -- @1.4 ",""
"passed","Mon Dec 12 02:51:02 GMT 2022","Mon Dec 12 02:52:45 GMT 2022","103215","","","","","","emkmet_ru секция 1 и 4 -- @1.2 ",""
"passed","Mon Dec 12 02:53:36 GMT 2022","Mon Dec 12 02:53:47 GMT 2022","11396","","","","","","railws.com оставить заявку -- @1.2 ",""
"passed","Mon Dec 12 03:19:35 GMT 2022","Mon Dec 12 03:19:55 GMT 2022","19819","","","","","","Заказ сплава emk24 -- @1.3 ",""
"passed","Mon Dec 12 03:07:58 GMT 2022","Mon Dec 12 03:09:45 GMT 2022","107089","","","","","","контакты emk24 -- @1.2 ",""
"passed","Mon Dec 12 02:56:37 GMT 2022","Mon Dec 12 02:57:01 GMT 2022","23189","","","","","","Купить в 1 клик emk24 -- @1.2 ",""
"passed","Mon Dec 12 02:53:47 GMT 2022","Mon Dec 12 02:53:59 GMT 2022","11500","","","","","","railws.com оставить заявку -- @1.3 ",""
"passed","Mon Dec 12 03:01:27 GMT 2022","Mon Dec 12 03:06:11 GMT 2022","284347","","","","","","Заказать звонок emk24 -- @1.4 ",""
"passed","Mon Dec 12 03:13:19 GMT 2022","Mon Dec 12 03:15:05 GMT 2022","106005","","","","","","Заказать в 1 клик emk24 -- @1.1 ",""
"passed","Mon Dec 12 03:19:16 GMT 2022","Mon Dec 12 03:19:35 GMT 2022","19199","","","","","","Заказ сплава emk24 -- @1.2 ",""
"passed","Mon Dec 12 03:25:57 GMT 2022","Mon Dec 12 03:27:51 GMT 2022","113537","","","","","","emk24 -- @1.4 ",""
"passed","Mon Dec 12 02:50:44 GMT 2022","Mon Dec 12 02:51:02 GMT 2022","17664","","","","","","emkmet_ru секция 1 и 4 -- @1.1 ",""
"passed","Mon Dec 12 02:53:03 GMT 2022","Mon Dec 12 02:53:14 GMT 2022","10838","","","","","","emkmet_ru секция 3",""
"passed","Mon Dec 12 02:57:47 GMT 2022","Mon Dec 12 02:58:00 GMT 2022","12616","","","","","","Заказать звонок emk24 -- @1.1 ",""
"passed","Mon Dec 12 02:55:02 GMT 2022","Mon Dec 12 02:55:43 GMT 2022","40651","","","","","","корзина emk24 -- @1.3 ",""
