"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 18 02:34:44 GMT 2022","Sun Dec 18 02:41:29 GMT 2022","405201","","","","","","корзина emk24 -- @1.3 ",""
"passed","Sun Dec 18 02:31:01 GMT 2022","Sun Dec 18 02:31:18 GMT 2022","16896","","","","","","emkmet_ru секция 2",""
"passed","Sun Dec 18 02:47:58 GMT 2022","Sun Dec 18 02:48:10 GMT 2022","12595","","","","","","Заказать звонок emk24 -- @1.1 ",""
"passed","Sun Dec 18 02:31:51 GMT 2022","Sun Dec 18 02:33:32 GMT 2022","101378","","","","","","railws.com оставить заявку -- @1.2 ",""
"passed","Sun Dec 18 02:29:44 GMT 2022","Sun Dec 18 02:29:58 GMT 2022","14187","","","","","","a1-valves.com заказать звонок -- @1.1 ",""
"passed","Sun Dec 18 02:42:01 GMT 2022","Sun Dec 18 02:43:51 GMT 2022","109939","","","","","","Купить в 1 клик emk24 -- @1.1 ",""
"passed","Sun Dec 18 02:55:21 GMT 2022","Sun Dec 18 02:57:06 GMT 2022","105683","","","","","","контакты emk24 -- @1.3 ",""
"passed","Sun Dec 18 02:43:51 GMT 2022","Sun Dec 18 02:44:12 GMT 2022","20875","","","","","","Купить в 1 клик emk24 -- @1.2 ",""
"passed","Sun Dec 18 02:59:50 GMT 2022","Sun Dec 18 03:00:03 GMT 2022","13289","","","","","","Заказ сплава emk24 -- @1.1 ",""
"passed","Sun Dec 18 02:30:50 GMT 2022","Sun Dec 18 02:31:01 GMT 2022","11795","","","","","","emkmet_ru секция 1 и 4 -- @1.2 ",""
"passed","Sun Dec 18 02:48:24 GMT 2022","Sun Dec 18 02:50:07 GMT 2022","102947","","","","","","Заказать звонок emk24 -- @1.3 ",""
"passed","Sun Dec 18 02:31:18 GMT 2022","Sun Dec 18 02:31:29 GMT 2022","10569","","","","","","emkmet_ru секция 3",""
"passed","Sun Dec 18 02:50:07 GMT 2022","Sun Dec 18 02:51:50 GMT 2022","103021","","","","","","Заказать звонок emk24 -- @1.4 ",""
"passed","Sun Dec 18 02:53:33 GMT 2022","Sun Dec 18 02:55:21 GMT 2022","107359","","","","","","контакты emk24 -- @1.2 ",""
"passed","Sun Dec 18 02:33:43 GMT 2022","Sun Dec 18 02:34:12 GMT 2022","29091","","","","","","корзина emk24 -- @1.1 ",""
"passed","Sun Dec 18 02:41:29 GMT 2022","Sun Dec 18 02:42:01 GMT 2022","32231","","","","","","корзина emk24 -- @1.4 ",""
"passed","Sun Dec 18 03:01:51 GMT 2022","Sun Dec 18 03:02:10 GMT 2022","18978","","","","","","Заказ сплава emk24 -- @1.3 ",""
"passed","Sun Dec 18 02:34:12 GMT 2022","Sun Dec 18 02:34:44 GMT 2022","31142","","","","","","корзина emk24 -- @1.2 ",""
"passed","Sun Dec 18 02:44:36 GMT 2022","Sun Dec 18 02:47:58 GMT 2022","202273","","","","","","Купить в 1 клик emk24 -- @1.4 ",""
"passed","Sun Dec 18 02:48:10 GMT 2022","Sun Dec 18 02:48:24 GMT 2022","13162","","","","","","Заказать звонок emk24 -- @1.2 ",""
"passed","Sun Dec 18 02:30:07 GMT 2022","Sun Dec 18 02:30:20 GMT 2022","13097","","","","","","a1-valves.com оставить заявку -- @1.1 ",""
"passed","Sun Dec 18 02:59:07 GMT 2022","Sun Dec 18 02:59:21 GMT 2022","13554","","","","","","Заказать в 1 клик emk24 -- @1.2 ",""
"passed","Sun Dec 18 02:30:20 GMT 2022","Sun Dec 18 02:30:34 GMT 2022","13082","","","","","","a1-valves.com оставить заявку -- @1.2 ",""
"passed","Sun Dec 18 02:59:21 GMT 2022","Sun Dec 18 02:59:36 GMT 2022","15016","","","","","","Заказать в 1 клик emk24 -- @1.3 ",""
"passed","Sun Dec 18 02:57:06 GMT 2022","Sun Dec 18 02:58:53 GMT 2022","106496","","","","","","контакты emk24 -- @1.4 ",""
"passed","Sun Dec 18 02:29:58 GMT 2022","Sun Dec 18 02:30:07 GMT 2022","9249","","","","","","a1-valves.com заказать звонок -- @1.2 ",""
"passed","Sun Dec 18 02:31:29 GMT 2022","Sun Dec 18 02:31:40 GMT 2022","10708","","","","","","railws.com заказать звонок",""
"passed","Sun Dec 18 03:08:07 GMT 2022","Sun Dec 18 03:10:01 GMT 2022","114183","","","","","","emk24 -- @1.4 ",""
"passed","Sun Dec 18 02:44:12 GMT 2022","Sun Dec 18 02:44:36 GMT 2022","23653","","","","","","Купить в 1 клик emk24 -- @1.3 ",""
"passed","Sun Dec 18 03:02:28 GMT 2022","Sun Dec 18 03:04:20 GMT 2022","111557","","","","","","emk24 -- @1.1 ",""
"passed","Sun Dec 18 02:31:40 GMT 2022","Sun Dec 18 02:31:51 GMT 2022","11099","","","","","","railws.com оставить заявку -- @1.1 ",""
"passed","Sun Dec 18 03:00:03 GMT 2022","Sun Dec 18 03:01:51 GMT 2022","107916","","","","","","Заказ сплава emk24 -- @1.2 ",""
"passed","Sun Dec 18 03:04:20 GMT 2022","Sun Dec 18 03:06:13 GMT 2022","113417","","","","","","emk24 -- @1.2 ",""
"passed","Sun Dec 18 02:51:50 GMT 2022","Sun Dec 18 02:53:33 GMT 2022","103862","","","","","","контакты emk24 -- @1.1 ",""
"passed","Sun Dec 18 02:59:36 GMT 2022","Sun Dec 18 02:59:50 GMT 2022","14413","","","","","","Заказать в 1 клик emk24 -- @1.4 ",""
"passed","Sun Dec 18 03:06:13 GMT 2022","Sun Dec 18 03:08:07 GMT 2022","113560","","","","","","emk24 -- @1.3 ",""
"passed","Sun Dec 18 03:02:10 GMT 2022","Sun Dec 18 03:02:28 GMT 2022","17582","","","","","","Заказ сплава emk24 -- @1.4 ",""
"passed","Sun Dec 18 02:30:34 GMT 2022","Sun Dec 18 02:30:50 GMT 2022","16008","","","","","","emkmet_ru секция 1 и 4 -- @1.1 ",""
"passed","Sun Dec 18 02:58:53 GMT 2022","Sun Dec 18 02:59:07 GMT 2022","14248","","","","","","Заказать в 1 клик emk24 -- @1.1 ",""
"passed","Sun Dec 18 02:33:32 GMT 2022","Sun Dec 18 02:33:43 GMT 2022","11412","","","","","","railws.com оставить заявку -- @1.3 ",""
