"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 02 02:33:59 GMT 2023","Mon Jan 02 02:34:13 GMT 2023","14034","","","","","","a1-valves.com оставить заявку -- @1.1 ",""
"passed","Mon Jan 02 02:33:50 GMT 2023","Mon Jan 02 02:33:59 GMT 2023","9723","","","","","","a1-valves.com заказать звонок -- @1.2 ",""
"passed","Mon Jan 02 02:35:01 GMT 2023","Mon Jan 02 02:35:19 GMT 2023","18544","","","","","","emkmet_ru секция 2",""
"passed","Mon Jan 02 02:51:28 GMT 2023","Mon Jan 02 02:53:16 GMT 2023","107751","","","","","","контакты emk24 -- @1.4 ",""
"passed","Mon Jan 02 02:49:38 GMT 2023","Mon Jan 02 02:51:28 GMT 2023","110601","","","","","","контакты emk24 -- @1.3 ",""
"passed","Mon Jan 02 02:34:47 GMT 2023","Mon Jan 02 02:35:01 GMT 2023","13857","","","","","","emkmet_ru секция 1 и 4 -- @1.2 ",""
"passed","Mon Jan 02 02:40:48 GMT 2023","Mon Jan 02 02:42:33 GMT 2023","104282","","","","","","Заказать звонок emk24 -- @1.2 ",""
"passed","Mon Jan 02 02:35:54 GMT 2023","Mon Jan 02 02:36:06 GMT 2023","11987","","","","","","railws.com оставить заявку -- @1.2 ",""
"passed","Mon Jan 02 02:40:35 GMT 2023","Mon Jan 02 02:40:48 GMT 2023","12821","","","","","","Заказать звонок emk24 -- @1.1 ",""
"passed","Mon Jan 02 02:37:46 GMT 2023","Mon Jan 02 02:38:31 GMT 2023","44140","","","","","","корзина emk24 -- @1.3 ",""
"passed","Mon Jan 02 02:40:12 GMT 2023","Mon Jan 02 02:40:35 GMT 2023","22972","","","","","","Купить в 1 клик emk24 -- @1.4 ",""
"passed","Mon Jan 02 02:34:28 GMT 2023","Mon Jan 02 02:34:47 GMT 2023","19128","","","","","","emkmet_ru секция 1 и 4 -- @1.1 ",""
"passed","Mon Jan 02 03:10:42 GMT 2023","Mon Jan 02 03:12:30 GMT 2023","108435","","","","","","Заказ сплава emk24 -- @1.4 ",""
"passed","Mon Jan 02 02:35:31 GMT 2023","Mon Jan 02 02:35:42 GMT 2023","11636","","","","","","railws.com заказать звонок",""
"passed","Mon Jan 02 02:39:48 GMT 2023","Mon Jan 02 02:40:12 GMT 2023","24522","","","","","","Купить в 1 клик emk24 -- @1.3 ",""
"passed","Mon Jan 02 02:44:18 GMT 2023","Mon Jan 02 02:46:01 GMT 2023","103644","","","","","","Заказать звонок emk24 -- @1.4 ",""
"passed","Mon Jan 02 02:34:13 GMT 2023","Mon Jan 02 02:34:28 GMT 2023","14061","","","","","","a1-valves.com оставить заявку -- @1.2 ",""
"passed","Mon Jan 02 02:53:16 GMT 2023","Mon Jan 02 02:53:31 GMT 2023","14569","","","","","","Заказать в 1 клик emk24 -- @1.1 ",""
"passed","Mon Jan 02 02:38:31 GMT 2023","Mon Jan 02 02:39:05 GMT 2023","34488","","","","","","корзина emk24 -- @1.4 ",""
"passed","Mon Jan 02 03:12:30 GMT 2023","Mon Jan 02 03:12:53 GMT 2023","23238","","","","","","emk24 -- @1.1 ",""
"passed","Mon Jan 02 02:36:19 GMT 2023","Mon Jan 02 02:37:13 GMT 2023","54000","","","","","","корзина emk24 -- @1.1 ",""
"passed","Mon Jan 02 02:35:19 GMT 2023","Mon Jan 02 02:35:31 GMT 2023","11669","","","","","","emkmet_ru секция 3",""
"passed","Mon Jan 02 02:33:36 GMT 2023","Mon Jan 02 02:33:50 GMT 2023","13414","","","","","","a1-valves.com заказать звонок -- @1.1 ",""
"passed","Mon Jan 02 02:36:06 GMT 2023","Mon Jan 02 02:36:19 GMT 2023","12092","","","","","","railws.com оставить заявку -- @1.3 ",""
"passed","Mon Jan 02 02:35:42 GMT 2023","Mon Jan 02 02:35:54 GMT 2023","12084","","","","","","railws.com оставить заявку -- @1.1 ",""
"passed","Mon Jan 02 02:42:33 GMT 2023","Mon Jan 02 02:44:18 GMT 2023","105332","","","","","","Заказать звонок emk24 -- @1.3 ",""
"passed","Mon Jan 02 02:39:26 GMT 2023","Mon Jan 02 02:39:48 GMT 2023","22166","","","","","","Купить в 1 клик emk24 -- @1.2 ",""
"passed","Mon Jan 02 03:10:21 GMT 2023","Mon Jan 02 03:10:42 GMT 2023","20701","","","","","","Заказ сплава emk24 -- @1.3 ",""
"passed","Mon Jan 02 03:18:15 GMT 2023","Mon Jan 02 03:20:10 GMT 2023","114893","","","","","","emk24 -- @1.4 ",""
"passed","Mon Jan 02 02:53:31 GMT 2023","Mon Jan 02 03:09:10 GMT 2023","939714","","","","","","Заказать в 1 клик emk24 -- @1.2 ",""
"passed","Mon Jan 02 02:46:01 GMT 2023","Mon Jan 02 02:47:49 GMT 2023","107082","","","","","","контакты emk24 -- @1.1 ",""
"passed","Mon Jan 02 02:37:13 GMT 2023","Mon Jan 02 02:37:46 GMT 2023","33892","","","","","","корзина emk24 -- @1.2 ",""
"passed","Mon Jan 02 02:47:49 GMT 2023","Mon Jan 02 02:49:38 GMT 2023","109102","","","","","","контакты emk24 -- @1.2 ",""
"passed","Mon Jan 02 03:09:44 GMT 2023","Mon Jan 02 03:10:02 GMT 2023","18054","","","","","","Заказ сплава emk24 -- @1.1 ",""
"passed","Mon Jan 02 02:39:05 GMT 2023","Mon Jan 02 02:39:26 GMT 2023","20633","","","","","","Купить в 1 клик emk24 -- @1.1 ",""
"passed","Mon Jan 02 03:12:53 GMT 2023","Mon Jan 02 03:14:48 GMT 2023","114344","","","","","","emk24 -- @1.2 ",""
"passed","Mon Jan 02 03:10:02 GMT 2023","Mon Jan 02 03:10:21 GMT 2023","18800","","","","","","Заказ сплава emk24 -- @1.2 ",""
"passed","Mon Jan 02 03:09:28 GMT 2023","Mon Jan 02 03:09:44 GMT 2023","15874","","","","","","Заказать в 1 клик emk24 -- @1.4 ",""
"passed","Mon Jan 02 03:14:48 GMT 2023","Mon Jan 02 03:18:15 GMT 2023","207360","","","","","","emk24 -- @1.3 ",""
"passed","Mon Jan 02 03:09:10 GMT 2023","Mon Jan 02 03:09:28 GMT 2023","17749","","","","","","Заказать в 1 клик emk24 -- @1.3 ",""
