"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 14 04:39:39 GMT 2022","Mon Nov 14 04:41:21 GMT 2022","101594","","","","","","Заказать звонок emk24 -- @1.2 ",""
"passed","Mon Nov 14 04:23:54 GMT 2022","Mon Nov 14 04:24:05 GMT 2022","10190","","","","","","emkmet_ru секция 3",""
"passed","Mon Nov 14 05:18:01 GMT 2022","Mon Nov 14 05:19:52 GMT 2022","111348","","","","","","emk24 -- @1.4 ",""
"passed","Mon Nov 14 04:22:57 GMT 2022","Mon Nov 14 04:23:10 GMT 2022","13056","","","","","","a1-valves.com оставить заявку -- @1.2 ",""
"passed","Mon Nov 14 04:38:07 GMT 2022","Mon Nov 14 04:38:25 GMT 2022","18457","","","","","","Купить в 1 клик emk24 -- @1.1 ",""
"passed","Mon Nov 14 04:37:39 GMT 2022","Mon Nov 14 04:38:07 GMT 2022","27835","","","","","","корзина emk24 -- @1.4 ",""
"passed","Mon Nov 14 04:35:59 GMT 2022","Mon Nov 14 04:36:10 GMT 2022","10874","","","","","","railws.com оставить заявку -- @1.3 ",""
"passed","Mon Nov 14 04:56:59 GMT 2022","Mon Nov 14 04:58:44 GMT 2022","105061","","","","","","контакты emk24 -- @1.2 ",""
"passed","Mon Nov 14 04:35:48 GMT 2022","Mon Nov 14 04:35:59 GMT 2022","11187","","","","","","railws.com оставить заявку -- @1.2 ",""
"passed","Mon Nov 14 05:05:46 GMT 2022","Mon Nov 14 05:07:34 GMT 2022","108188","","","","","","Скачать стандарт emk24 -- @1.3 ",""
"passed","Mon Nov 14 04:37:02 GMT 2022","Mon Nov 14 04:37:39 GMT 2022","37061","","","","","","корзина emk24 -- @1.3 ",""
"passed","Mon Nov 14 05:09:33 GMT 2022","Mon Nov 14 05:09:48 GMT 2022","14145","","","","","","Заказать в 1 клик emk24 -- @1.2 ",""
"broken","Mon Nov 14 05:10:44 GMT 2022","Mon Nov 14 05:11:18 GMT 2022","33595","","","","","","Заказ сплава emk24 -- @1.2 ",""
"passed","Mon Nov 14 04:38:45 GMT 2022","Mon Nov 14 04:39:08 GMT 2022","22464","","","","","","Купить в 1 клик emk24 -- @1.3 ",""
"passed","Mon Nov 14 04:20:53 GMT 2022","Mon Nov 14 04:21:05 GMT 2022","12473","","","","","","a1-valves.com заказать звонок -- @1.1 ",""
"passed","Mon Nov 14 05:09:48 GMT 2022","Mon Nov 14 05:10:02 GMT 2022","14014","","","","","","Заказать в 1 клик emk24 -- @1.3 ",""
"passed","Mon Nov 14 04:23:26 GMT 2022","Mon Nov 14 04:23:38 GMT 2022","11765","","","","","","emkmet_ru секция 1 и 4 -- @1.2 ",""
"passed","Mon Nov 14 04:24:55 GMT 2022","Mon Nov 14 04:34:07 GMT 2022","551420","","","","","","railws.com заказать звонок",""
"passed","Mon Nov 14 04:39:08 GMT 2022","Mon Nov 14 04:39:28 GMT 2022","20546","","","","","","Купить в 1 клик emk24 -- @1.4 ",""
"passed","Mon Nov 14 04:58:44 GMT 2022","Mon Nov 14 05:02:00 GMT 2022","196169","","","","","","контакты emk24 -- @1.3 ",""
"broken","Mon Nov 14 05:11:18 GMT 2022","Mon Nov 14 05:11:55 GMT 2022","37494","","","","","","Заказ сплава emk24 -- @1.3 ",""
"broken","Mon Nov 14 04:24:29 GMT 2022","Mon Nov 14 04:24:55 GMT 2022","26332","","","","","","emkworld.com оставить заявку -- @1.1 ",""
"passed","Mon Nov 14 04:52:17 GMT 2022","Mon Nov 14 04:56:59 GMT 2022","282442","","","","","","контакты emk24 -- @1.1 ",""
"passed","Mon Nov 14 04:23:38 GMT 2022","Mon Nov 14 04:23:54 GMT 2022","16512","","","","","","emkmet_ru секция 2",""
"passed","Mon Nov 14 04:50:34 GMT 2022","Mon Nov 14 04:52:17 GMT 2022","102467","","","","","","Заказать звонок emk24 -- @1.4 ",""
"passed","Mon Nov 14 05:07:34 GMT 2022","Mon Nov 14 05:09:21 GMT 2022","106349","","","","","","Скачать стандарт emk24 -- @1.4 ",""
"passed","Mon Nov 14 05:03:47 GMT 2022","Mon Nov 14 05:04:01 GMT 2022","13917","","","","","","Скачать стандарт emk24 -- @1.1 ",""
"broken","Mon Nov 14 04:24:05 GMT 2022","Mon Nov 14 04:24:29 GMT 2022","24105","","","","","","emkworld.com заказать звонок -- @1.1 ",""
"passed","Mon Nov 14 04:36:10 GMT 2022","Mon Nov 14 04:36:35 GMT 2022","25071","","","","","","корзина emk24 -- @1.1 ",""
"passed","Mon Nov 14 04:38:25 GMT 2022","Mon Nov 14 04:38:45 GMT 2022","20033","","","","","","Купить в 1 клик emk24 -- @1.2 ",""
"passed","Mon Nov 14 04:21:14 GMT 2022","Mon Nov 14 04:22:57 GMT 2022","102987","","","","","","a1-valves.com оставить заявку -- @1.1 ",""
"passed","Mon Nov 14 05:04:01 GMT 2022","Mon Nov 14 05:05:46 GMT 2022","105148","","","","","","Скачать стандарт emk24 -- @1.2 ",""
"passed","Mon Nov 14 05:10:02 GMT 2022","Mon Nov 14 05:10:14 GMT 2022","12748","","","","","","Заказать в 1 клик emk24 -- @1.4 ",""
"passed","Mon Nov 14 04:39:28 GMT 2022","Mon Nov 14 04:39:39 GMT 2022","10946","","","","","","Заказать звонок emk24 -- @1.1 ",""
"broken","Mon Nov 14 05:11:55 GMT 2022","Mon Nov 14 05:12:25 GMT 2022","30218","","","","","","Заказ сплава emk24 -- @1.4 ",""
"passed","Mon Nov 14 05:14:16 GMT 2022","Mon Nov 14 05:16:08 GMT 2022","111492","","","","","","emk24 -- @1.2 ",""
"broken","Mon Nov 14 05:10:14 GMT 2022","Mon Nov 14 05:10:44 GMT 2022","29874","","","","","","Заказ сплава emk24 -- @1.1 ",""
"passed","Mon Nov 14 04:23:10 GMT 2022","Mon Nov 14 04:23:26 GMT 2022","16139","","","","","","emkmet_ru секция 1 и 4 -- @1.1 ",""
"passed","Mon Nov 14 04:34:07 GMT 2022","Mon Nov 14 04:35:48 GMT 2022","101451","","","","","","railws.com оставить заявку -- @1.1 ",""
"passed","Mon Nov 14 04:41:21 GMT 2022","Mon Nov 14 04:50:34 GMT 2022","553571","","","","","","Заказать звонок emk24 -- @1.3 ",""
"passed","Mon Nov 14 05:16:08 GMT 2022","Mon Nov 14 05:18:01 GMT 2022","113226","","","","","","emk24 -- @1.3 ",""
"passed","Mon Nov 14 04:36:35 GMT 2022","Mon Nov 14 04:37:02 GMT 2022","26652","","","","","","корзина emk24 -- @1.2 ",""
"passed","Mon Nov 14 05:09:21 GMT 2022","Mon Nov 14 05:09:33 GMT 2022","12882","","","","","","Заказать в 1 клик emk24 -- @1.1 ",""
"passed","Mon Nov 14 05:02:00 GMT 2022","Mon Nov 14 05:03:47 GMT 2022","106480","","","","","","контакты emk24 -- @1.4 ",""
"passed","Mon Nov 14 04:21:05 GMT 2022","Mon Nov 14 04:21:14 GMT 2022","8729","","","","","","a1-valves.com заказать звонок -- @1.2 ",""
"passed","Mon Nov 14 05:12:25 GMT 2022","Mon Nov 14 05:14:16 GMT 2022","110792","","","","","","emk24 -- @1.1 ",""
