"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 28 03:00:53 GMT 2023","Sat Jan 28 03:04:09 GMT 2023","196106","","","","","","Заказ сплава emk24 -- @1.4 ",""
"passed","Sat Jan 28 02:51:45 GMT 2023","Sat Jan 28 02:53:37 GMT 2023","111461","","","","","","контакты emk24 -- @1.1 ",""
"passed","Sat Jan 28 02:37:42 GMT 2023","Sat Jan 28 02:37:51 GMT 2023","9207","","","","","","a1-valves.com заказать звонок -- @1.2 ",""
"passed","Sat Jan 28 02:39:13 GMT 2023","Sat Jan 28 02:39:24 GMT 2023","10314","","","","","","railws.com заказать звонок",""
"passed","Sat Jan 28 02:43:26 GMT 2023","Sat Jan 28 02:43:55 GMT 2023","28622","","","","","","корзина emk24 -- @1.2 ",""
"passed","Sat Jan 28 02:39:03 GMT 2023","Sat Jan 28 02:39:13 GMT 2023","10352","","","","","","emkmet_ru секция 3",""
"passed","Sat Jan 28 03:07:55 GMT 2023","Sat Jan 28 03:09:50 GMT 2023","115190","","","","","","emk24 -- @1.3 ",""
"passed","Sat Jan 28 02:45:44 GMT 2023","Sat Jan 28 02:46:05 GMT 2023","20996","","","","","","Купить в 1 клик emk24 -- @1.3 ",""
"passed","Sat Jan 28 02:59:23 GMT 2023","Sat Jan 28 02:59:37 GMT 2023","14468","","","","","","Заказать в 1 клик emk24 -- @1.2 ",""
"passed","Sat Jan 28 02:46:24 GMT 2023","Sat Jan 28 02:46:36 GMT 2023","11879","","","","","","Заказать звонок emk24 -- @1.1 ",""
"passed","Sat Jan 28 03:09:50 GMT 2023","Sat Jan 28 03:11:43 GMT 2023","113074","","","","","","emk24 -- @1.4 ",""
"passed","Sat Jan 28 02:42:58 GMT 2023","Sat Jan 28 02:43:26 GMT 2023","28380","","","","","","корзина emk24 -- @1.1 ",""
"passed","Sat Jan 28 02:46:36 GMT 2023","Sat Jan 28 02:48:18 GMT 2023","102253","","","","","","Заказать звонок emk24 -- @1.2 ",""
"passed","Sat Jan 28 02:39:35 GMT 2023","Sat Jan 28 02:42:46 GMT 2023","191656","","","","","","railws.com оставить заявку -- @1.2 ",""
"passed","Sat Jan 28 02:38:04 GMT 2023","Sat Jan 28 02:38:17 GMT 2023","12980","","","","","","a1-valves.com оставить заявку -- @1.2 ",""
"passed","Sat Jan 28 02:45:24 GMT 2023","Sat Jan 28 02:45:44 GMT 2023","19646","","","","","","Купить в 1 клик emk24 -- @1.2 ",""
"passed","Sat Jan 28 03:04:09 GMT 2023","Sat Jan 28 03:06:02 GMT 2023","113211","","","","","","emk24 -- @1.1 ",""
"passed","Sat Jan 28 02:43:55 GMT 2023","Sat Jan 28 02:44:36 GMT 2023","41306","","","","","","корзина emk24 -- @1.3 ",""
"passed","Sat Jan 28 02:59:09 GMT 2023","Sat Jan 28 02:59:23 GMT 2023","13653","","","","","","Заказать в 1 клик emk24 -- @1.1 ",""
"passed","Sat Jan 28 02:42:46 GMT 2023","Sat Jan 28 02:42:58 GMT 2023","11540","","","","","","railws.com оставить заявку -- @1.3 ",""
"passed","Sat Jan 28 03:00:35 GMT 2023","Sat Jan 28 03:00:53 GMT 2023","17429","","","","","","Заказ сплава emk24 -- @1.3 ",""
"passed","Sat Jan 28 02:59:37 GMT 2023","Sat Jan 28 02:59:51 GMT 2023","13915","","","","","","Заказать в 1 клик emk24 -- @1.3 ",""
"passed","Sat Jan 28 02:45:05 GMT 2023","Sat Jan 28 02:45:24 GMT 2023","18779","","","","","","Купить в 1 клик emk24 -- @1.1 ",""
"passed","Sat Jan 28 02:57:19 GMT 2023","Sat Jan 28 02:59:09 GMT 2023","110571","","","","","","контакты emk24 -- @1.4 ",""
