"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Nov 24 03:45:49 GMT 2022","Thu Nov 24 03:46:22 GMT 2022","32101","","","","","","Заказ сплава emk24 -- @1.1 ",""
"passed","Thu Nov 24 03:29:38 GMT 2022","Thu Nov 24 03:30:09 GMT 2022","31007","","","","","","корзина emk24 -- @1.4 ",""
"passed","Thu Nov 24 03:52:15 GMT 2022","Thu Nov 24 03:54:08 GMT 2022","112611","","","","","","emk24 -- @1.4 ",""
"passed","Thu Nov 24 03:19:49 GMT 2022","Thu Nov 24 03:20:06 GMT 2022","16680","","","","","","emkmet_ru секция 1 и 4 -- @1.1 ",""
"passed","Thu Nov 24 03:20:06 GMT 2022","Thu Nov 24 03:20:18 GMT 2022","12170","","","","","","emkmet_ru секция 1 и 4 -- @1.2 ",""
"passed","Thu Nov 24 03:30:49 GMT 2022","Thu Nov 24 03:31:11 GMT 2022","22819","","","","","","Купить в 1 клик emk24 -- @1.3 ",""
"passed","Thu Nov 24 03:27:47 GMT 2022","Thu Nov 24 03:27:58 GMT 2022","11021","","","","","","railws.com оставить заявку -- @1.3 ",""
"passed","Thu Nov 24 03:50:22 GMT 2022","Thu Nov 24 03:52:15 GMT 2022","113085","","","","","","emk24 -- @1.3 ",""
"passed","Thu Nov 24 03:48:09 GMT 2022","Thu Nov 24 03:48:30 GMT 2022","21057","","","","","","emk24 -- @1.1 ",""
"passed","Thu Nov 24 03:22:30 GMT 2022","Thu Nov 24 03:25:44 GMT 2022","194052","","","","","","emkworld.com оставить заявку -- @1.1 ",""
"passed","Thu Nov 24 03:17:44 GMT 2022","Thu Nov 24 03:17:53 GMT 2022","9193","","","","","","a1-valves.com заказать звонок -- @1.2 ",""
"passed","Thu Nov 24 03:17:30 GMT 2022","Thu Nov 24 03:17:44 GMT 2022","13619","","","","","","a1-valves.com заказать звонок -- @1.1 ",""
"passed","Thu Nov 24 03:45:34 GMT 2022","Thu Nov 24 03:45:49 GMT 2022","15118","","","","","","Заказать в 1 клик emk24 -- @1.4 ",""
"passed","Thu Nov 24 03:27:36 GMT 2022","Thu Nov 24 03:27:47 GMT 2022","11244","","","","","","railws.com оставить заявку -- @1.2 ",""
"passed","Thu Nov 24 03:28:26 GMT 2022","Thu Nov 24 03:28:57 GMT 2022","31473","","","","","","корзина emk24 -- @1.2 ",""
"passed","Thu Nov 24 03:17:53 GMT 2022","Thu Nov 24 03:18:06 GMT 2022","12985","","","","","","a1-valves.com оставить заявку -- @1.1 ",""
"passed","Thu Nov 24 03:28:57 GMT 2022","Thu Nov 24 03:29:38 GMT 2022","40400","","","","","","корзина emk24 -- @1.3 ",""
"passed","Thu Nov 24 03:36:52 GMT 2022","Thu Nov 24 03:37:07 GMT 2022","14808","","","","","","контакты emk24 -- @1.1 ",""
"broken","Thu Nov 24 03:43:01 GMT 2022","Thu Nov 24 03:43:37 GMT 2022","36080","","","","","","Скачать стандарт emk24 -- @1.2 ",""
"passed","Thu Nov 24 03:30:09 GMT 2022","Thu Nov 24 03:30:28 GMT 2022","19478","","","","","","Купить в 1 клик emk24 -- @1.1 ",""
"broken","Thu Nov 24 03:46:22 GMT 2022","Thu Nov 24 03:46:57 GMT 2022","35467","","","","","","Заказ сплава emk24 -- @1.2 ",""
"broken","Thu Nov 24 03:47:36 GMT 2022","Thu Nov 24 03:48:09 GMT 2022","32943","","","","","","Заказ сплава emk24 -- @1.4 ",""
"passed","Thu Nov 24 03:40:41 GMT 2022","Thu Nov 24 03:42:27 GMT 2022","105819","","","","","","контакты emk24 -- @1.4 ",""
"broken","Thu Nov 24 03:46:57 GMT 2022","Thu Nov 24 03:47:36 GMT 2022","38831","","","","","","Заказ сплава emk24 -- @1.3 ",""
"passed","Thu Nov 24 03:30:28 GMT 2022","Thu Nov 24 03:30:49 GMT 2022","20530","","","","","","Купить в 1 клик emk24 -- @1.2 ",""
"passed","Thu Nov 24 03:27:58 GMT 2022","Thu Nov 24 03:28:26 GMT 2022","27633","","","","","","корзина emk24 -- @1.1 ",""
"broken","Thu Nov 24 03:44:16 GMT 2022","Thu Nov 24 03:44:53 GMT 2022","36960","","","","","","Скачать стандарт emk24 -- @1.4 ",""
"passed","Thu Nov 24 03:25:44 GMT 2022","Thu Nov 24 03:25:54 GMT 2022","10704","","","","","","railws.com заказать звонок",""
"passed","Thu Nov 24 03:45:06 GMT 2022","Thu Nov 24 03:45:20 GMT 2022","13950","","","","","","Заказать в 1 клик emk24 -- @1.2 ",""
"passed","Thu Nov 24 03:35:09 GMT 2022","Thu Nov 24 03:36:52 GMT 2022","102850","","","","","","Заказать звонок emk24 -- @1.4 ",""
"broken","Thu Nov 24 03:42:27 GMT 2022","Thu Nov 24 03:43:01 GMT 2022","33693","","","","","","Скачать стандарт emk24 -- @1.1 ",""
"passed","Thu Nov 24 03:31:43 GMT 2022","Thu Nov 24 03:33:26 GMT 2022","102763","","","","","","Заказать звонок emk24 -- @1.2 ",""
"passed","Thu Nov 24 03:18:06 GMT 2022","Thu Nov 24 03:19:49 GMT 2022","103175","","","","","","a1-valves.com оставить заявку -- @1.2 ",""
"broken","Thu Nov 24 03:43:37 GMT 2022","Thu Nov 24 03:44:16 GMT 2022","39702","","","","","","Скачать стандарт emk24 -- @1.3 ",""
"passed","Thu Nov 24 03:31:32 GMT 2022","Thu Nov 24 03:31:43 GMT 2022","10914","","","","","","Заказать звонок emk24 -- @1.1 ",""
"passed","Thu Nov 24 03:45:20 GMT 2022","Thu Nov 24 03:45:34 GMT 2022","14391","","","","","","Заказать в 1 клик emk24 -- @1.3 ",""
"passed","Thu Nov 24 03:31:11 GMT 2022","Thu Nov 24 03:31:32 GMT 2022","20839","","","","","","Купить в 1 клик emk24 -- @1.4 ",""
"passed","Thu Nov 24 03:20:18 GMT 2022","Thu Nov 24 03:20:35 GMT 2022","16713","","","","","","emkmet_ru секция 2",""
