"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 13 03:01:25 GMT 2023","Fri Jan 13 03:01:40 GMT 2023","15094","","","","","","Заказать в 1 клик emk24 -- @1.2 ",""
"passed","Fri Jan 13 03:01:11 GMT 2023","Fri Jan 13 03:01:25 GMT 2023","13568","","","","","","Заказать в 1 клик emk24 -- @1.1 ",""
"passed","Fri Jan 13 02:50:29 GMT 2023","Fri Jan 13 02:52:11 GMT 2023","102127","","","","","","Заказать звонок emk24 -- @1.2 ",""
"passed","Fri Jan 13 02:47:14 GMT 2023","Fri Jan 13 02:47:45 GMT 2023","30549","","","","","","корзина emk24 -- @1.2 ",""
"passed","Fri Jan 13 03:03:39 GMT 2023","Fri Jan 13 03:03:54 GMT 2023","15388","","","","","","Заказ сплава emk24 -- @1.1 ",""
"passed","Fri Jan 13 02:41:39 GMT 2023","Fri Jan 13 02:43:23 GMT 2023","103403","","","","","","a1-valves.com оставить заявку -- @1.1 ",""
"passed","Fri Jan 13 02:50:17 GMT 2023","Fri Jan 13 02:50:29 GMT 2023","11452","","","","","","Заказать звонок emk24 -- @1.1 ",""
"passed","Fri Jan 13 03:08:54 GMT 2023","Fri Jan 13 03:10:48 GMT 2023","114071","","","","","","emk24 -- @1.4 ",""
"passed","Fri Jan 13 03:01:55 GMT 2023","Fri Jan 13 03:03:39 GMT 2023","104332","","","","","","Заказать в 1 клик emk24 -- @1.4 ",""
"passed","Fri Jan 13 02:55:52 GMT 2023","Fri Jan 13 02:57:38 GMT 2023","106591","","","","","","контакты emk24 -- @1.2 ",""
"passed","Fri Jan 13 02:59:25 GMT 2023","Fri Jan 13 03:01:11 GMT 2023","106729","","","","","","контакты emk24 -- @1.4 ",""
"passed","Fri Jan 13 02:49:57 GMT 2023","Fri Jan 13 02:50:17 GMT 2023","20326","","","","","","Купить в 1 клик emk24 -- @1.4 ",""
"passed","Fri Jan 13 02:46:12 GMT 2023","Fri Jan 13 02:46:23 GMT 2023","11064","","","","","","railws.com оставить заявку -- @1.1 ",""
