"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Nov 22 04:20:16 GMT 2022","Tue Nov 22 04:20:49 GMT 2022","33039","","","","","","Заказ сплава emk24 -- @1.4 ",""
"broken","Tue Nov 22 04:15:40 GMT 2022","Tue Nov 22 04:16:19 GMT 2022","38219","","","","","","Скачать стандарт emk24 -- @1.2 ",""
"broken","Tue Nov 22 04:19:03 GMT 2022","Tue Nov 22 04:19:37 GMT 2022","33976","","","","","","Заказ сплава emk24 -- @1.2 ",""
"passed","Tue Nov 22 04:06:29 GMT 2022","Tue Nov 22 04:06:44 GMT 2022","15090","","","","","","контакты emk24 -- @1.1 ",""
"passed","Tue Nov 22 03:55:04 GMT 2022","Tue Nov 22 03:55:35 GMT 2022","31432","","","","","","корзина emk24 -- @1.2 ",""
"passed","Tue Nov 22 03:57:26 GMT 2022","Tue Nov 22 03:57:49 GMT 2022","23383","","","","","","Купить в 1 клик emk24 -- @1.3 ",""
"passed","Tue Nov 22 03:57:49 GMT 2022","Tue Nov 22 03:58:10 GMT 2022","20382","","","","","","Купить в 1 клик emk24 -- @1.4 ",""
"passed","Tue Nov 22 03:49:00 GMT 2022","Tue Nov 22 03:49:13 GMT 2022","13029","","","","","","a1-valves.com оставить заявку -- @1.1 ",""
"passed","Tue Nov 22 03:49:13 GMT 2022","Tue Nov 22 03:49:26 GMT 2022","12954","","","","","","a1-valves.com оставить заявку -- @1.2 ",""
"passed","Tue Nov 22 03:57:05 GMT 2022","Tue Nov 22 03:57:26 GMT 2022","20736","","","","","","Купить в 1 клик emk24 -- @1.2 ",""
"passed","Tue Nov 22 03:50:23 GMT 2022","Tue Nov 22 03:52:07 GMT 2022","104476","","","","","","emkworld.com заказать звонок -- @1.1 ",""
"passed","Tue Nov 22 03:54:35 GMT 2022","Tue Nov 22 03:55:04 GMT 2022","28860","","","","","","корзина emk24 -- @1.1 ",""
"passed","Tue Nov 22 03:49:55 GMT 2022","Tue Nov 22 03:50:12 GMT 2022","16744","","","","","","emkmet_ru секция 2",""
"broken","Tue Nov 22 04:18:30 GMT 2022","Tue Nov 22 04:19:03 GMT 2022","33038","","","","","","Заказ сплава emk24 -- @1.1 ",""
"passed","Tue Nov 22 03:48:51 GMT 2022","Tue Nov 22 03:49:00 GMT 2022","8991","","","","","","a1-valves.com заказать звонок -- @1.2 ",""
"passed","Tue Nov 22 04:06:44 GMT 2022","Tue Nov 22 04:08:31 GMT 2022","107029","","","","","","контакты emk24 -- @1.2 ",""
"passed","Tue Nov 22 04:03:16 GMT 2022","Tue Nov 22 04:06:29 GMT 2022","192762","","","","","","Заказать звонок emk24 -- @1.4 ",""
"broken","Tue Nov 22 04:16:19 GMT 2022","Tue Nov 22 04:16:58 GMT 2022","39846","","","","","","Скачать стандарт emk24 -- @1.3 ",""
"passed","Tue Nov 22 03:56:15 GMT 2022","Tue Nov 22 03:56:45 GMT 2022","30524","","","","","","корзина emk24 -- @1.4 ",""
