"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 24 02:26:30 GMT 2022","Sat Dec 24 02:26:43 GMT 2022","13056","","","","","","emkmet_ru секция 1 и 4 -- @1.2 ",""
"passed","Sat Dec 24 03:15:02 GMT 2022","Sat Dec 24 03:18:26 GMT 2022","204077","","","","","","emk24 -- @1.4 ",""
"passed","Sat Dec 24 02:38:56 GMT 2022","Sat Dec 24 02:39:19 GMT 2022","22690","","","","","","Купить в 1 клик emk24 -- @1.4 ",""
"passed","Sat Dec 24 02:25:38 GMT 2022","Sat Dec 24 02:25:47 GMT 2022","9354","","","","","","a1-valves.com заказать звонок -- @1.2 ",""
"passed","Sat Dec 24 03:05:33 GMT 2022","Sat Dec 24 03:05:48 GMT 2022","15703","","","","","","Заказать в 1 клик emk24 -- @1.1 ",""
"passed","Sat Dec 24 02:28:53 GMT 2022","Sat Dec 24 02:29:05 GMT 2022","11490","","","","","","railws.com оставить заявку -- @1.1 ",""
"passed","Sat Dec 24 03:08:22 GMT 2022","Sat Dec 24 03:08:41 GMT 2022","18800","","","","","","Заказ сплава emk24 -- @1.2 ",""
"passed","Sat Dec 24 02:50:34 GMT 2022","Sat Dec 24 02:59:52 GMT 2022","557931","","","","","","Заказать звонок emk24 -- @1.4 ",""
"passed","Sat Dec 24 02:30:34 GMT 2022","Sat Dec 24 02:31:14 GMT 2022","40390","","","","","","корзина emk24 -- @1.3 ",""
"passed","Sat Dec 24 03:11:13 GMT 2022","Sat Dec 24 03:13:07 GMT 2022","114609","","","","","","emk24 -- @1.2 ",""
"passed","Sat Dec 24 03:06:03 GMT 2022","Sat Dec 24 03:07:49 GMT 2022","106437","","","","","","Заказать в 1 клик emk24 -- @1.3 ",""
"passed","Sat Dec 24 02:31:14 GMT 2022","Sat Dec 24 02:31:49 GMT 2022","34219","","","","","","корзина emk24 -- @1.4 ",""
"passed","Sat Dec 24 02:26:00 GMT 2022","Sat Dec 24 02:26:13 GMT 2022","13221","","","","","","a1-valves.com оставить заявку -- @1.2 ",""
"passed","Sat Dec 24 03:08:41 GMT 2022","Sat Dec 24 03:09:03 GMT 2022","21781","","","","","","Заказ сплава emk24 -- @1.3 ",""
"passed","Sat Dec 24 03:00:08 GMT 2022","Sat Dec 24 03:01:57 GMT 2022","108971","","","","","","контакты emk24 -- @1.2 ",""
"passed","Sat Dec 24 03:13:07 GMT 2022","Sat Dec 24 03:15:02 GMT 2022","114655","","","","","","emk24 -- @1.3 ",""
"passed","Sat Dec 24 03:09:03 GMT 2022","Sat Dec 24 03:09:20 GMT 2022","17175","","","","","","Заказ сплава emk24 -- @1.4 ",""
"passed","Sat Dec 24 02:29:27 GMT 2022","Sat Dec 24 02:30:00 GMT 2022","32834","","","","","","корзина emk24 -- @1.1 ",""
"passed","Sat Dec 24 02:39:19 GMT 2022","Sat Dec 24 02:39:33 GMT 2022","14277","","","","","","Заказать звонок emk24 -- @1.1 ",""
"passed","Sat Dec 24 02:26:13 GMT 2022","Sat Dec 24 02:26:30 GMT 2022","16810","","","","","","emkmet_ru секция 1 и 4 -- @1.1 ",""
"passed","Sat Dec 24 02:29:05 GMT 2022","Sat Dec 24 02:29:16 GMT 2022","11285","","","","","","railws.com оставить заявку -- @1.2 ",""
"passed","Sat Dec 24 02:38:33 GMT 2022","Sat Dec 24 02:38:56 GMT 2022","23517","","","","","","Купить в 1 клик emk24 -- @1.3 ",""
"passed","Sat Dec 24 02:25:26 GMT 2022","Sat Dec 24 02:25:38 GMT 2022","11097","","","","","","a1-valves.com заказать звонок -- @1.1 ",""
"passed","Sat Dec 24 02:32:11 GMT 2022","Sat Dec 24 02:38:33 GMT 2022","382094","","","","","","Купить в 1 клик emk24 -- @1.2 ",""
"passed","Sat Dec 24 02:25:47 GMT 2022","Sat Dec 24 02:26:00 GMT 2022","13222","","","","","","a1-valves.com оставить заявку -- @1.1 ",""
"passed","Sat Dec 24 02:29:16 GMT 2022","Sat Dec 24 02:29:27 GMT 2022","11454","","","","","","railws.com оставить заявку -- @1.3 ",""
"passed","Sat Dec 24 03:07:49 GMT 2022","Sat Dec 24 03:08:04 GMT 2022","14860","","","","","","Заказать в 1 клик emk24 -- @1.4 ",""
"passed","Sat Dec 24 02:27:12 GMT 2022","Sat Dec 24 02:28:53 GMT 2022","100671","","","","","","railws.com заказать звонок",""
"passed","Sat Dec 24 02:31:49 GMT 2022","Sat Dec 24 02:32:11 GMT 2022","22041","","","","","","Купить в 1 клик emk24 -- @1.1 ",""
"passed","Sat Dec 24 03:03:45 GMT 2022","Sat Dec 24 03:05:33 GMT 2022","107784","","","","","","контакты emk24 -- @1.4 ",""
"passed","Sat Dec 24 03:01:57 GMT 2022","Sat Dec 24 03:03:45 GMT 2022","107732","","","","","","контакты emk24 -- @1.3 ",""
"passed","Sat Dec 24 03:05:48 GMT 2022","Sat Dec 24 03:06:03 GMT 2022","14554","","","","","","Заказать в 1 клик emk24 -- @1.2 ",""
"passed","Sat Dec 24 02:30:00 GMT 2022","Sat Dec 24 02:30:34 GMT 2022","33804","","","","","","корзина emk24 -- @1.2 ",""
"passed","Sat Dec 24 02:59:52 GMT 2022","Sat Dec 24 03:00:08 GMT 2022","15811","","","","","","контакты emk24 -- @1.1 ",""
"passed","Sat Dec 24 03:08:04 GMT 2022","Sat Dec 24 03:08:22 GMT 2022","18102","","","","","","Заказ сплава emk24 -- @1.1 ",""
"passed","Sat Dec 24 02:39:33 GMT 2022","Sat Dec 24 02:41:18 GMT 2022","104912","","","","","","Заказать звонок emk24 -- @1.2 ",""
"passed","Sat Dec 24 03:09:20 GMT 2022","Sat Dec 24 03:11:13 GMT 2022","112673","","","","","","emk24 -- @1.1 ",""
"passed","Sat Dec 24 02:26:43 GMT 2022","Sat Dec 24 02:27:00 GMT 2022","17164","","","","","","emkmet_ru секция 2",""
"passed","Sat Dec 24 02:27:00 GMT 2022","Sat Dec 24 02:27:12 GMT 2022","11955","","","","","","emkmet_ru секция 3",""
"passed","Sat Dec 24 02:41:18 GMT 2022","Sat Dec 24 02:50:34 GMT 2022","556362","","","","","","Заказать звонок emk24 -- @1.3 ",""
